stage,block,start_time,end_time,duration_h
54,9,2029-06-03 16:00:00,2029-06-03 18:00:00,2.0
54,10,2029-06-03 18:00:00,2029-06-03 20:00:00,2.0
54,11,2029-06-03 20:00:00,2029-06-03 22:00:00,2.0
54,12,2029-06-03 22:00:00,2029-06-04 00:00:00,2.0
54,13,2029-06-01 00:00:00,2029-06-01 02:00:00,2.0
54,14,2029-06-01 02:00:00,2029-06-01 04:00:00,2.0
54,15,2029-06-01 04:00:00,2029-06-01 06:00:00,2.0
54,16,2029-06-01 06:00:00,2029-06-01 08:00:00,2.0
54,17,2029-06-01 08:00:00,2029-06-01 10:00:00,2.0
54,18,2029-06-01 10:00:00,2029-06-01 12:00:00,2.0
54,19,2029-06-01 12:00:00,2029-06-01 14:00:00,2.0
54,20,2029-06-01 14:00:00,2029-06-01 16:00:00,2.0
54,21,2029-06-01 16:00:00,2029-06-01 18:00:00,2.0
54,22,2029-06-01 18:00:00,2029-06-01 20:00:00,2.0
54,23,2029-06-01 20:00:00,2029-06-01 22:00:00,2.0
54,24,2029-06-01 22:00:00,2029-06-02 00:00:00,2.0
55,1,2029-07-01 00:00:00,2029-07-01 02:00:00,2.0
55,2,2029-07-01 02:00:00,2029-07-01 04:00:00,2.0
55,3,2029-07-01 04:00:00,2029-07-01 06:00:00,2.0
55,4,2029-07-01 06:00:00,2029-07-01 08:00:00,2.0
55,5,2029-07-01 08:00:00,2029-07-01 10:00:00,2.0
55,6,2029-07-01 10:00:00,2029-07-01 12:00:00,2.0
55,7,2029-07-01 12:00:00,2029-07-01 14:00:00,2.0
55,8,2029-07-01 14:00:00,2029-07-01 16:00:00,2.0
55,9,2029-07-01 16:00:00,2029-07-01 18:00:00,2.0
55,10,2029-07-01 18:00:00,2029-07-01 20:00:00,2.0
55,11,2029-07-01 20:00:00,2029-07-01 22:00:00,2.0
55,12,2029-07-01 22:00:00,2029-07-02 00:00:00,2.0
55,13,2029-07-06 00:00:00,2029-07-06 02:00:00,2.0
55,14,2029-07-06 02:00:00,2029-07-06 04:00:00,2.0
55,15,2029-07-06 04:00:00,2029-07-06 06:00:00,2.0
55,16,2029-07-06 06:00:00,2029-07-06 08:00:00,2.0
55,17,2029-07-06 08:00:00,2029-07-06 10:00:00,2.0
55,18,2029-07-06 10:00:00,2029-07-06 12:00:00,2.0
55,19,2029-07-06 12:00:00,2029-07-06 14:00:00,2.0
55,20,2029-07-06 14:00:00,2029-07-06 16:00:00,2.0
55,21,2029-07-06 16:00:00,2029-07-06 18:00:00,2.0
55,22,2029-07-06 18:00:00,2029-07-06 20:00:00,2.0
55,23,2029-07-06 20:00:00,2029-07-06 22:00:00,2.0
55,24,2029-07-06 22:00:00,2029-07-07 00:00:00,2.0
56,1,2029-08-01 00:00:00,2029-08-01 02:00:00,2.0
56,2,2029-08-01 02:00:00,2029-08-01 04:00:00,2.0
56,3,2029-08-01 04:00:00,2029-08-01 06:00:00,2.0
56,4,2029-08-01 06:00:00,2029-08-01 08:00:00,2.0
56,5,2029-08-01 08:00:00,2029-08-01 10:00:00,2.0
56,6,2029-08-01 10:00:00,2029-08-01 12:00:00,2.0
56,7,2029-08-01 12:00:00,2029-08-01 14:00:00,2.0
56,8,2029-08-01 14:00:00,2029-08-01 16:00:00,2.0
56,9,2029-08-01 16:00:00,2029-08-01 18:00:00,2.0
56,10,2029-08-01 18:00:00,2029-08-01 20:00:00,2.0
56,11,2029-08-01 20:00:00,2029-08-01 22:00:00,2.0
56,12,2029-08-01 22:00:00,2029-08-02 00:00:00,2.0
56,13,2029-08-03 00:00:00,2029-08-03 02:00:00,2.0
56,14,2029-08-03 02:00:00,2029-08-03 04:00:00,2.0
56,15,2029-08-03 04:00:00,2029-08-03 06:00:00,2.0
56,16,2029-08-03 06:00:00,2029-08-03 08:00:00,2.0
56,17,2029-08-03 08:00:00,2029-08-03 10:00:00,2.0
56,18,2029-08-03 10:00:00,2029-08-03 12:00:00,2.0
56,19,2029-08-03 12:00:00,2029-08-03 14:00:00,2.0
56,20,2029-08-03 14:00:00,2029-08-03 16:00:00,2.0
56,21,2029-08-03 16:00:00,2029-08-03 18:00:00,2.0
56,22,2029-08-03 18:00:00,2029-08-03 20:00:00,2.0
56,23,2029-08-03 20:00:00,2029-08-03 22:00:00,2.0
56,24,2029-08-03 22:00:00,2029-08-04 00:00:00,2.0
57,1,2029-09-02 00:00:00,2029-09-02 02:00:00,2.0
57,2,2029-09-02 02:00:00,2029-09-02 04:00:00,2.0
57,3,2029-09-02 04:00:00,2029-09-02 06:00:00,2.0
57,4,2029-09-02 06:00:00,2029-09-02 08:00:00,2.0
57,5,2029-09-02 08:00:00,2029-09-02 10:00:00,2.0
57,6,2029-09-02 10:00:00,2029-09-02 12:00:00,2.0
57,7,2029-09-02 12:00:00,2029-09-02 14:00:00,2.0
57,8,2029-09-02 14:00:00,2029-09-02 16:00:00,2.0
57,9,2029-09-02 16:00:00,2029-09-02 18:00:00,2.0
57,10,2029-09-02 18:00:00,2029-09-02 20:00:00,2.0
57,11,2029-09-02 20:00:00,2029-09-02 22:00:00,2.0
57,12,2029-09-02 22:00:00,2029-09-03 00:00:00,2.0
57,13,2029-09-01 00:00:00,2029-09-01 02:00:00,2.0
57,14,2029-09-01 02:00:00,2029-09-01 04:00:00,2.0
57,15,2029-09-01 04:00:00,2029-09-01 06:00:00,2.0
57,16,2029-09-01 06:00:00,2029-09-01 08:00:00,2.0
57,17,2029-09-01 08:00:00,2029-09-01 10:00:00,2.0
57,18,2029-09-01 10:00:00,2029-09-01 12:00:00,2.0
57,19,2029-09-01 12:00:00,2029-09-01 14:00:00,2.0
57,20,2029-09-01 14:00:00,2029-09-01 16:00:00,2.0
57,21,2029-09-01 16:00:00,2029-09-01 18:00:00,2.0
57,22,2029-09-01 18:00:00,2029-09-01 20:00:00,2.0
57,23,2029-09-01 20:00:00,2029-09-01 22:00:00,2.0
57,24,2029-09-01 22:00:00,2029-09-02 00:00:00,2.0
58,1,2029-10-01 00:00:00,2029-10-01 02:00:00,2.0
58,2,2029-10-01 02:00:00,2029-10-01 04:00:00,2.0
58,3,2029-10-01 04:00:00,2029-10-01 06:00:00,2.0
58,4,2029-10-01 06:00:00,2029-10-01 08:00:00,2.0
58,5,2029-10-01 08:00:00,2029-10-01 10:00:00,2.0
58,6,2029-10-01 10:00:00,2029-10-01 12:00:00,2.0
58,7,2029-10-01 12:00:00,2029-10-01 14:00:00,2.0
58,8,2029-10-01 14:00:00,2029-10-01 16:00:00,2.0
58,9,2029-10-01 16:00:00,2029-10-01 18:00:00,2.0
58,10,2029-10-01 18:00:00,2029-10-01 20:00:00,2.0
58,11,2029-10-01 20:00:00,2029-10-01 22:00:00,2.0
58,12,2029-10-01 22:00:00,2029-10-02 00:00:00,2.0
58,13,2029-10-05 00:00:00,2029-10-05 02:00:00,2.0
58,14,2029-10-05 02:00:00,2029-10-05 04:00:00,2.0
58,15,2029-10-05 04:00:00,2029-10-05 06:00:00,2.0
58,16,2029-10-05 06:00:00,2029-10-05 08:00:00,2.0
58,17,2029-10-05 08:00:00,2029-10-05 10:00:00,2.0
58,18,2029-10-05 10:00:00,2029-10-05 12:00:00,2.0
58,19,2029-10-05 12:00:00,2029-10-05 14:00:00,2.0
58,20,2029-10-05 14:00:00,2029-10-05 16:00:00,2.0
58,21,2029-10-05 16:00:00,2029-10-05 18:00:00,2.0
58,22,2029-10-05 18:00:00,2029-10-05 20:00:00,2.0
58,23,2029-10-05 20:00:00,2029-10-05 22:00:00,2.0
58,24,2029-10-05 22:00:00,2029-10-06 00:00:00,2.0
59,1,2029-11-04 00:00:00,2029-11-04 02:00:00,2.0
59,2,2029-11-04 02:00:00,2029-11-04 04:00:00,2.0
59,3,2029-11-04 04:00:00,2029-11-04 06:00:00,2.0
59,4,2029-11-04 06:00:00,2029-11-04 08:00:00,2.0
59,5,2029-11-04 08:00:00,2029-11-04 10:00:00,2.0
59,6,2029-11-04 10:00:00,2029-11-04 12:00:00,2.0
59,7,2029-11-04 12:00:00,2029-11-04 14:00:00,2.0
59,8,2029-11-04 14:00:00,2029-11-04 16:00:00,2.0
59,9,2029-11-04 16:00:00,2029-11-04 18:00:00,2.0
59,10,2029-11-04 18:00:00,2029-11-04 20:00:00,2.0
59,11,2029-11-04 20:00:00,2029-11-04 22:00:00,2.0
59,12,2029-11-04 22:00:00,2029-11-05 00:00:00,2.0
59,13,2029-11-01 00:00:00,2029-11-01 02:00:00,2.0
59,14,2029-11-01 02:00:00,2029-11-01 04:00:00,2.0
59,15,2029-11-01 04:00:00,2029-11-01 06:00:00,2.0
59,16,2029-11-01 06:00:00,2029-11-01 08:00:00,2.0
59,17,2029-11-01 08:00:00,2029-11-01 10:00:00,2.0
59,18,2029-11-01 10:00:00,2029-11-01 12:00:00,2.0
59,19,2029-11-01 12:00:00,2029-11-01 14:00:00,2.0
59,20,2029-11-01 14:00:00,2029-11-01 16:00:00,2.0
59,21,2029-11-01 16:00:00,2029-11-01 18:00:00,2.0
59,22,2029-11-01 18:00:00,2029-11-01 20:00:00,2.0
59,23,2029-11-01 20:00:00,2029-11-01 22:00:00,2.0
59,24,2029-11-01 22:00:00,2029-11-02 00:00:00,2.0
60,1,2029-12-02 00:00:00,2029-12-02 02:00:00,2.0
60,2,2029-12-02 02:00:00,2029-12-02 04:00:00,2.0
60,3,2029-12-02 04:00:00,2029-12-02 06:00:00,2.0
60,4,2029-12-02 06:00:00,2029-12-02 08:00:00,2.0
60,5,2029-12-02 08:00:00,2029-12-02 10:00:00,2.0
60,6,2029-12-02 10:00:00,2029-12-02 12:00:00,2.0
60,7,2029-12-02 12:00:00,2029-12-02 14:00:00,2.0
60,8,2029-12-02 14:00:00,2029-12-02 16:00:00,2.0
60,9,2029-12-02 16:00:00,2029-12-02 18:00:00,2.0
60,10,2029-12-02 18:00:00,2029-12-02 20:00:00,2.0
60,11,2029-12-02 20:00:00,2029-12-02 22:00:00,2.0
60,12,2029-12-02 22:00:00,2029-12-03 00:00:00,2.0
60,13,2029-12-01 00:00:00,2029-12-01 02:00:00,2.0
60,14,2029-12-01 02:00:00,2029-12-01 04:00:00,2.0
60,15,2029-12-01 04:00:00,2029-12-01 06:00:00,2.0
60,16,2029-12-01 06:00:00,2029-12-01 08:00:00,2.0
60,17,2029-12-01 08:00:00,2029-12-01 10:00:00,2.0
60,18,2029-12-01 10:00:00,2029-12-01 12:00:00,2.0
60,19,2029-12-01 12:00:00,2029-12-01 14:00:00,2.0
60,20,2029-12-01 14:00:00,2029-12-01 16:00:00,2.0
60,21,2029-12-01 16:00:00,2029-12-01 18:00:00,2.0
60,22,2029-12-01 18:00:00,2029-12-01 20:00:00,2.0
60,23,2029-12-01 20:00:00,2029-12-01 22:00:00,2.0
60,24,2029-12-01 22:00:00,2029-12-02 00:00:00,2.0
61,1,2030-01-02 00:00:00,2030-01-02 02:00:00,2.0
61,2,2030-01-02 02:00:00,2030-01-02 04:00:00,2.0
61,3,2030-01-02 04:00:00,2030-01-02 06:00:00,2.0
61,4,2030-01-02 06:00:00,2030-01-02 08:00:00,2.0
61,5,2030-01-02 08:00:00,2030-01-02 10:00:00,2.0
61,6,2030-01-02 10:00:00,2030-01-02 12:00:00,2.0
61,7,2030-01-02 12:00:00,2030-01-02 14:00:00,2.0
61,8,2030-01-02 14:00:00,2030-01-02 16:00:00,2.0
61,9,2030-01-02 16:00:00,2030-01-02 18:00:00,2.0
61,10,2030-01-02 18:00:00,2030-01-02 20:00:00,2.0
61,11,2030-01-02 20:00:00,2030-01-02 22:00:00,2.0
61,12,2030-01-02 22:00:00,2030-01-03 00:00:00,2.0
61,13,2030-01-01 00:00:00,2030-01-01 02:00:00,2.0
61,14,2030-01-01 02:00:00,2030-01-01 04:00:00,2.0
61,15,2030-01-01 04:00:00,2030-01-01 06:00:00,2.0
61,16,2030-01-01 06:00:00,2030-01-01 08:00:00,2.0
61,17,2030-01-01 08:00:00,2030-01-01 10:00:00,2.0
61,18,2030-01-01 10:00:00,2030-01-01 12:00:00,2.0
61,19,2030-01-01 12:00:00,2030-01-01 14:00:00,2.0
61,20,2030-01-01 14:00:00,2030-01-01 16:00:00,2.0
61,21,2030-01-01 16:00:00,2030-01-01 18:00:00,2.0
61,22,2030-01-01 18:00:00,2030-01-01 20:00:00,2.0
61,23,2030-01-01 20:00:00,2030-01-01 22:00:00,2.0
61,24,2030-01-01 22:00:00,2030-01-02 00:00:00,2.0
62,1,2030-02-01 00:00:00,2030-02-01 02:00:00,2.0
62,2,2030-02-01 02:00:00,2030-02-01 04:00:00,2.0
62,3,2030-02-01 04:00:00,2030-02-01 06:00:00,2.0
62,4,2030-02-01 06:00:00,2030-02-01 08:00:00,2.0
62,5,2030-02-01 08:00:00,2030-02-01 10:00:00,2.0
62,6,2030-02-01 10:00:00,2030-02-01 12:00:00,2.0
62,7,2030-02-01 12:00:00,2030-02-01 14:00:00,2.0
62,8,2030-02-01 14:00:00,2030-02-01 16:00:00,2.0
62,9,2030-02-01 16:00:00,2030-02-01 18:00:00,2.0
62,10,2030-02-01 18:00:00,2030-02-01 20:00:00,2.0
62,11,2030-02-01 20:00:00,2030-02-01 22:00:00,2.0
62,12,2030-02-01 22:00:00,2030-02-02 00:00:00,2.0
62,13,2030-02-02 00:00:00,2030-02-02 02:00:00,2.0
62,14,2030-02-02 02:00:00,2030-02-02 04:00:00,2.0
62,15,2030-02-02 04:00:00,2030-02-02 06:00:00,2.0
62,16,2030-02-02 06:00:00,2030-02-02 08:00:00,2.0
62,17,2030-02-02 08:00:00,2030-02-02 10:00:00,2.0
62,18,2030-02-02 10:00:00,2030-02-02 12:00:00,2.0
62,19,2030-02-02 12:00:00,2030-02-02 14:00:00,2.0
62,20,2030-02-02 14:00:00,2030-02-02 16:00:00,2.0
62,21,2030-02-02 16:00:00,2030-02-02 18:00:00,2.0
62,22,2030-02-02 18:00:00,2030-02-02 20:00:00,2.0
62,23,2030-02-02 20:00:00,2030-02-02 22:00:00,2.0
62,24,2030-02-02 22:00:00,2030-02-03 00:00:00,2.0
63,1,2030-03-01 00:00:00,2030-03-01 02:00:00,2.0
63,2,2030-03-01 02:00:00,2030-03-01 04:00:00,2.0
63,3,2030-03-01 04:00:00,2030-03-01 06:00:00,2.0
63,4,2030-03-01 06:00:00,2030-03-01 08:00:00,2.0
63,5,2030-03-01 08:00:00,2030-03-01 10:00:00,2.0
63,6,2030-03-01 10:00:00,2030-03-01 12:00:00,2.0
63,7,2030-03-01 12:00:00,2030-03-01 14:00:00,2.0
63,8,2030-03-01 14:00:00,2030-03-01 16:00:00,2.0
63,9,2030-03-01 16:00:00,2030-03-01 18:00:00,2.0
63,10,2030-03-01 18:00:00,2030-03-01 20:00:00,2.0
63,11,2030-03-01 20:00:00,2030-03-01 22:00:00,2.0
63,12,2030-03-01 22:00:00,2030-03-02 00:00:00,2.0
63,13,2030-03-02 00:00:00,2030-03-02 02:00:00,2.0
63,14,2030-03-02 02:00:00,2030-03-02 04:00:00,2.0
63,15,2030-03-02 04:00:00,2030-03-02 06:00:00,2.0
63,16,2030-03-02 06:00:00,2030-03-02 08:00:00,2.0
63,17,2030-03-02 08:00:00,2030-03-02 10:00:00,2.0
63,18,2030-03-02 10:00:00,2030-03-02 12:00:00,2.0
63,19,2030-03-02 12:00:00,2030-03-02 14:00:00,2.0
63,20,2030-03-02 14:00:00,2030-03-02 16:00:00,2.0
63,21,2030-03-02 16:00:00,2030-03-02 18:00:00,2.0
63,22,2030-03-02 18:00:00,2030-03-02 20:00:00,2.0
63,23,2030-03-02 20:00:00,2030-03-02 22:00:00,2.0
63,24,2030-03-02 22:00:00,2030-03-03 00:00:00,2.0
64,1,2030-04-01 00:00:00,2030-04-01 02:00:00,2.0
64,2,2030-04-01 02:00:00,2030-04-01 04:00:00,2.0
64,3,2030-04-01 04:00:00,2030-04-01 06:00:00,2.0
64,4,2030-04-01 06:00:00,2030-04-01 08:00:00,2.0
64,5,2030-04-01 08:00:00,2030-04-01 10:00:00,2.0
64,6,2030-04-01 10:00:00,2030-04-01 12:00:00,2.0
64,7,2030-04-01 12:00:00,2030-04-01 14:00:00,2.0
64,8,2030-04-01 14:00:00,2030-04-01 16:00:00,2.0
64,9,2030-04-01 16:00:00,2030-04-01 18:00:00,2.0
64,10,2030-04-01 18:00:00,2030-04-01 20:00:00,2.0
64,11,2030-04-01 20:00:00,2030-04-01 22:00:00,2.0
64,12,2030-04-01 22:00:00,2030-04-02 00:00:00,2.0
64,13,2030-04-06 00:00:00,2030-04-06 02:00:00,2.0
64,14,2030-04-06 02:00:00,2030-04-06 04:00:00,2.0
64,15,2030-04-06 04:00:00,2030-04-06 06:00:00,2.0
64,16,2030-04-06 06:00:00,2030-04-06 08:00:00,2.0
64,17,2030-04-06 08:00:00,2030-04-06 10:00:00,2.0
64,18,2030-04-06 10:00:00,2030-04-06 12:00:00,2.0
64,19,2030-04-06 12:00:00,2030-04-06 14:00:00,2.0
64,20,2030-04-06 14:00:00,2030-04-06 16:00:00,2.0
64,21,2030-04-06 16:00:00,2030-04-06 18:00:00,2.0
64,22,2030-04-06 18:00:00,2030-04-06 20:00:00,2.0
64,23,2030-04-06 20:00:00,2030-04-06 22:00:00,2.0
64,24,2030-04-06 22:00:00,2030-04-07 00:00:00,2.0
65,1,2030-05-02 00:00:00,2030-05-02 02:00:00,2.0
65,2,2030-05-02 02:00:00,2030-05-02 04:00:00,2.0
65,3,2030-05-02 04:00:00,2030-05-02 06:00:00,2.0
65,4,2030-05-02 06:00:00,2030-05-02 08:00:00,2.0
65,5,2030-05-02 08:00:00,2030-05-02 10:00:00,2.0
65,6,2030-05-02 10:00:00,2030-05-02 12:00:00,2.0
65,7,2030-05-02 12:00:00,2030-05-02 14:00:00,2.0
65,8,2030-05-02 14:00:00,2030-05-02 16:00:00,2.0
65,9,2030-05-02 16:00:00,2030-05-02 18:00:00,2.0
65,10,2030-05-02 18:00:00,2030-05-02 20:00:00,2.0
65,11,2030-05-02 20:00:00,2030-05-02 22:00:00,2.0
65,12,2030-05-02 22:00:00,2030-05-03 00:00:00,2.0
65,13,2030-05-01 00:00:00,2030-05-01 02:00:00,2.0
65,14,2030-05-01 02:00:00,2030-05-01 04:00:00,2.0
65,15,2030-05-01 04:00:00,2030-05-01 06:00:00,2.0
65,16,2030-05-01 06:00:00,2030-05-01 08:00:00,2.0
65,17,2030-05-01 08:00:00,2030-05-01 10:00:00,2.0
65,18,2030-05-01 10:00:00,2030-05-01 12:00:00,2.0
65,19,2030-05-01 12:00:00,2030-05-01 14:00:00,2.0
65,20,2030-05-01 14:00:00,2030-05-01 16:00:00,2.0
65,21,2030-05-01 16:00:00,2030-05-01 18:00:00,2.0
65,22,2030-05-01 18:00:00,2030-05-01 20:00:00,2.0
65,23,2030-05-01 20:00:00,2030-05-01 22:00:00,2.0
65,24,2030-05-01 22:00:00,2030-05-02 00:00:00,2.0
66,1,2030-06-03 00:00:00,2030-06-03 02:00:00,2.0
66,2,2030-06-03 02:00:00,2030-06-03 04:00:00,2.0
66,3,2030-06-03 04:00:00,2030-06-03 06:00:00,2.0
66,4,2030-06-03 06:00:00,2030-06-03 08:00:00,2.0
66,5,2030-06-03 08:00:00,2030-06-03 10:00:00,2.0
66,6,2030-06-03 10:00:00,2030-06-03 12:00:00,2.0
66,7,2030-06-03 12:00:00,2030-06-03 14:00:00,2.0
66,8,2030-06-03 14:00:00,2030-06-03 16:00:00,2.0
66,9,2030-06-03 16:00:00,2030-06-03 18:00:00,2.0
66,10,2030-06-03 18:00:00,2030-06-03 20:00:00,2.0
66,11,2030-06-03 20:00:00,2030-06-03 22:00:00,2.0
66,12,2030-06-03 22:00:00,2030-06-04 00:00:00,2.0
66,13,2030-06-01 00:00:00,2030-06-01 02:00:00,2.0
66,14,2030-06-01 02:00:00,2030-06-01 04:00:00,2.0
66,15,2030-06-01 04:00:00,2030-06-01 06:00:00,2.0
66,16,2030-06-01 06:00:00,2030-06-01 08:00:00,2.0
66,17,2030-06-01 08:00:00,2030-06-01 10:00:00,2.0
66,18,2030-06-01 10:00:00,2030-06-01 12:00:00,2.0
66,19,2030-06-01 12:00:00,2030-06-01 14:00:00,2.0
66,20,2030-06-01 14:00:00,2030-06-01 16:00:00,2.0
66,21,2030-06-01 16:00:00,2030-06-01 18:00:00,2.0
66,22,2030-06-01 18:00:00,2030-06-01 20:00:00,2.0
66,23,2030-06-01 20:00:00,2030-06-01 22:00:00,2.0
66,24,2030-06-01 22:00:00,2030-06-02 00:00:00,2.0
67,1,2030-07-01 00:00:00,2030-07-01 02:00:00,2.0
67,2,2030-07-01 02:00:00,2030-07-01 04:00:00,2.0
67,3,2030-07-01 04:00:00,2030-07-01 06:00:00,2.0
67,4,2030-07-01 06:00:00,2030-07-01 08:00:00,2.0
67,5,2030-07-01 08:00:00,2030-07-01 10:00:00,2.0
67,6,2030-07-01 10:00:00,2030-07-01 12:00:00,2.0
67,7,2030-07-01 12:00:00,2030-07-01 14:00:00,2.0
67,8,2030-07-01 14:00:00,2030-07-01 16:00:00,2.0
67,9,2030-07-01 16:00:00,2030-07-01 18:00:00,2.0
67,10,2030-07-01 18:00:00,2030-07-01 20:00:00,2.0
67,11,2030-07-01 20:00:00,2030-07-01 22:00:00,2.0
67,12,2030-07-01 22:00:00,2030-07-02 00:00:00,2.0
67,13,2030-07-06 00:00:00,2030-07-06 02:00:00,2.0
67,14,2030-07-06 02:00:00,2030-07-06 04:00:00,2.0
67,15,2030-07-06 04:00:00,2030-07-06 06:00:00,2.0
67,16,2030-07-06 06:00:00,2030-07-06 08:00:00,2.0
67,17,2030-07-06 08:00:00,2030-07-06 10:00:00,2.0
67,18,2030-07-06 10:00:00,2030-07-06 12:00:00,2.0
67,19,2030-07-06 12:00:00,2030-07-06 14:00:00,2.0
67,20,2030-07-06 14:00:00,2030-07-06 16:00:00,2.0
67,21,2030-07-06 16:00:00,2030-07-06 18:00:00,2.0
67,22,2030-07-06 18:00:00,2030-07-06 20:00:00,2.0
67,23,2030-07-06 20:00:00,2030-07-06 22:00:00,2.0
67,24,2030-07-06 22:00:00,2030-07-07 00:00:00,2.0
68,1,2030-08-01 00:00:00,2030-08-01 02:00:00,2.0
68,2,2030-08-01 02:00:00,2030-08-01 04:00:00,2.0
68,3,2030-08-01 04:00:00,2030-08-01 06:00:00,2.0
68,4,2030-08-01 06:00:00,2030-08-01 08:00:00,2.0
68,5,2030-08-01 08:00:00,2030-08-01 10:00:00,2.0
68,6,2030-08-01 10:00:00,2030-08-01 12:00:00,2.0
68,7,2030-08-01 12:00:00,2030-08-01 14:00:00,2.0
68,8,2030-08-01 14:00:00,2030-08-01 16:00:00,2.0
68,9,2030-08-01 16:00:00,2030-08-01 18:00:00,2.0
68,10,2030-08-01 18:00:00,2030-08-01 20:00:00,2.0
68,11,2030-08-01 20:00:00,2030-08-01 22:00:00,2.0
68,12,2030-08-01 22:00:00,2030-08-02 00:00:00,2.0
68,13,2030-08-03 00:00:00,2030-08-03 02:00:00,2.0
68,14,2030-08-03 02:00:00,2030-08-03 04:00:00,2.0
68,15,2030-08-03 04:00:00,2030-08-03 06:00:00,2.0
68,16,2030-08-03 06:00:00,2030-08-03 08:00:00,2.0
68,17,2030-08-03 08:00:00,2030-08-03 10:00:00,2.0
68,18,2030-08-03 10:00:00,2030-08-03 12:00:00,2.0
68,19,2030-08-03 12:00:00,2030-08-03 14:00:00,2.0
68,20,2030-08-03 14:00:00,2030-08-03 16:00:00,2.0
68,21,2030-08-03 16:00:00,2030-08-03 18:00:00,2.0
68,22,2030-08-03 18:00:00,2030-08-03 20:00:00,2.0
68,23,2030-08-03 20:00:00,2030-08-03 22:00:00,2.0
68,24,2030-08-03 22:00:00,2030-08-04 00:00:00,2.0
69,1,2030-09-02 00:00:00,2030-09-02 02:00:00,2.0
69,2,2030-09-02 02:00:00,2030-09-02 04:00:00,2.0
69,3,2030-09-02 04:00:00,2030-09-02 06:00:00,2.0
69,4,2030-09-02 06:00:00,2030-09-02 08:00:00,2.0
69,5,2030-09-02 08:00:00,2030-09-02 10:00:00,2.0
69,6,2030-09-02 10:00:00,2030-09-02 12:00:00,2.0
69,7,2030-09-02 12:00:00,2030-09-02 14:00:00,2.0
69,8,2030-09-02 14:00:00,2030-09-02 16:00:00,2.0
69,9,2030-09-02 16:00:00,2030-09-02 18:00:00,2.0
69,10,2030-09-02 18:00:00,2030-09-02 20:00:00,2.0
69,11,2030-09-02 20:00:00,2030-09-02 22:00:00,2.0
69,12,2030-09-02 22:00:00,2030-09-03 00:00:00,2.0
69,13,2030-09-01 00:00:00,2030-09-01 02:00:00,2.0
69,14,2030-09-01 02:00:00,2030-09-01 04:00:00,2.0
69,15,2030-09-01 04:00:00,2030-09-01 06:00:00,2.0
69,16,2030-09-01 06:00:00,2030-09-01 08:00:00,2.0
69,17,2030-09-01 08:00:00,2030-09-01 10:00:00,2.0
69,18,2030-09-01 10:00:00,2030-09-01 12:00:00,2.0
69,19,2030-09-01 12:00:00,2030-09-01 14:00:00,2.0
69,20,2030-09-01 14:00:00,2030-09-01 16:00:00,2.0
69,21,2030-09-01 16:00:00,2030-09-01 18:00:00,2.0
69,22,2030-09-01 18:00:00,2030-09-01 20:00:00,2.0
69,23,2030-09-01 20:00:00,2030-09-01 22:00:00,2.0
69,24,2030-09-01 22:00:00,2030-09-02 00:00:00,2.0
70,1,2030-10-01 00:00:00,2030-10-01 02:00:00,2.0
70,2,2030-10-01 02:00:00,2030-10-01 04:00:00,2.0
70,3,2030-10-01 04:00:00,2030-10-01 06:00:00,2.0
70,4,2030-10-01 06:00:00,2030-10-01 08:00:00,2.0
70,5,2030-10-01 08:00:00,2030-10-01 10:00:00,2.0
70,6,2030-10-01 10:00:00,2030-10-01 12:00:00,2.0
70,7,2030-10-01 12:00:00,2030-10-01 14:00:00,2.0
70,8,2030-10-01 14:00:00,2030-10-01 16:00:00,2.0
70,9,2030-10-01 16:00:00,2030-10-01 18:00:00,2.0
70,10,2030-10-01 18:00:00,2030-10-01 20:00:00,2.0
70,11,2030-10-01 20:00:00,2030-10-01 22:00:00,2.0
70,12,2030-10-01 22:00:00,2030-10-02 00:00:00,2.0
70,13,2030-10-05 00:00:00,2030-10-05 02:00:00,2.0
70,14,2030-10-05 02:00:00,2030-10-05 04:00:00,2.0
70,15,2030-10-05 04:00:00,2030-10-05 06:00:00,2.0
70,16,2030-10-05 06:00:00,2030-10-05 08:00:00,2.0
70,17,2030-10-05 08:00:00,2030-10-05 10:00:00,2.0
70,18,2030-10-05 10:00:00,2030-10-05 12:00:00,2.0
70,19,2030-10-05 12:00:00,2030-10-05 14:00:00,2.0
70,20,2030-10-05 14:00:00,2030-10-05 16:00:00,2.0
70,21,2030-10-05 16:00:00,2030-10-05 18:00:00,2.0
70,22,2030-10-05 18:00:00,2030-10-05 20:00:00,2.0
70,23,2030-10-05 20:00:00,2030-10-05 22:00:00,2.0
70,24,2030-10-05 22:00:00,2030-10-06 00:00:00,2.0
71,1,2030-11-04 00:00:00,2030-11-04 02:00:00,2.0
71,2,2030-11-04 02:00:00,2030-11-04 04:00:00,2.0
71,3,2030-11-04 04:00:00,2030-11-04 06:00:00,2.0
71,4,2030-11-04 06:00:00,2030-11-04 08:00:00,2.0
71,5,2030-11-04 08:00:00,2030-11-04 10:00:00,2.0
71,6,2030-11-04 10:00:00,2030-11-04 12:00:00,2.0
71,7,2030-11-04 12:00:00,2030-11-04 14:00:00,2.0
71,8,2030-11-04 14:00:00,2030-11-04 16:00:00,2.0
71,9,2030-11-04 16:00:00,2030-11-04 18:00:00,2.0
71,10,2030-11-04 18:00:00,2030-11-04 20:00:00,2.0
71,11,2030-11-04 20:00:00,2030-11-04 22:00:00,2.0
