stage,block,label,start_time,end_time,duration_h
55,6,B06,2029-07-01 10:00:00,2029-07-01 12:00:00,2.0
55,7,B07,2029-07-01 12:00:00,2029-07-01 14:00:00,2.0
55,8,B08,2029-07-01 14:00:00,2029-07-01 16:00:00,2.0
55,9,B09,2029-07-01 16:00:00,2029-07-01 18:00:00,2.0
55,10,B10,2029-07-01 18:00:00,2029-07-01 20:00:00,2.0
55,11,B11,2029-07-01 20:00:00,2029-07-01 22:00:00,2.0
55,12,B12,2029-07-01 22:00:00,2029-07-02 00:00:00,2.0
55,13,B13,2029-07-06 00:00:00,2029-07-06 02:00:00,2.0
55,14,B14,2029-07-06 02:00:00,2029-07-06 04:00:00,2.0
55,15,B15,2029-07-06 04:00:00,2029-07-06 06:00:00,2.0
55,16,B16,2029-07-06 06:00:00,2029-07-06 08:00:00,2.0
55,17,B17,2029-07-06 08:00:00,2029-07-06 10:00:00,2.0
55,18,B18,2029-07-06 10:00:00,2029-07-06 12:00:00,2.0
55,19,B19,2029-07-06 12:00:00,2029-07-06 14:00:00,2.0
55,20,B20,2029-07-06 14:00:00,2029-07-06 16:00:00,2.0
55,21,B21,2029-07-06 16:00:00,2029-07-06 18:00:00,2.0
55,22,B22,2029-07-06 18:00:00,2029-07-06 20:00:00,2.0
55,23,B23,2029-07-06 20:00:00,2029-07-06 22:00:00,2.0
55,24,B24,2029-07-06 22:00:00,2029-07-07 00:00:00,2.0
56,1,B01,2029-08-01 00:00:00,2029-08-01 02:00:00,2.0
56,2,B02,2029-08-01 02:00:00,2029-08-01 04:00:00,2.0
56,3,B03,2029-08-01 04:00:00,2029-08-01 06:00:00,2.0
56,4,B04,2029-08-01 06:00:00,2029-08-01 08:00:00,2.0
56,5,B05,2029-08-01 08:00:00,2029-08-01 10:00:00,2.0
56,6,B06,2029-08-01 10:00:00,2029-08-01 12:00:00,2.0
56,7,B07,2029-08-01 12:00:00,2029-08-01 14:00:00,2.0
56,8,B08,2029-08-01 14:00:00,2029-08-01 16:00:00,2.0
56,9,B09,2029-08-01 16:00:00,2029-08-01 18:00:00,2.0
56,10,B10,2029-08-01 18:00:00,2029-08-01 20:00:00,2.0
56,11,B11,2029-08-01 20:00:00,2029-08-01 22:00:00,2.0
56,12,B12,2029-08-01 22:00:00,2029-08-02 00:00:00,2.0
56,13,B13,2029-08-03 00:00:00,2029-08-03 02:00:00,2.0
56,14,B14,2029-08-03 02:00:00,2029-08-03 04:00:00,2.0
56,15,B15,2029-08-03 04:00:00,2029-08-03 06:00:00,2.0
56,16,B16,2029-08-03 06:00:00,2029-08-03 08:00:00,2.0
56,17,B17,2029-08-03 08:00:00,2029-08-03 10:00:00,2.0
56,18,B18,2029-08-03 10:00:00,2029-08-03 12:00:00,2.0
56,19,B19,2029-08-03 12:00:00,2029-08-03 14:00:00,2.0
56,20,B20,2029-08-03 14:00:00,2029-08-03 16:00:00,2.0
56,21,B21,2029-08-03 16:00:00,2029-08-03 18:00:00,2.0
56,22,B22,2029-08-03 18:00:00,2029-08-03 20:00:00,2.0
56,23,B23,2029-08-03 20:00:00,2029-08-03 22:00:00,2.0
56,24,B24,2029-08-03 22:00:00,2029-08-04 00:00:00,2.0
57,1,B01,2029-09-02 00:00:00,2029-09-02 02:00:00,2.0
57,2,B02,2029-09-02 02:00:00,2029-09-02 04:00:00,2.0
57,3,B03,2029-09-02 04:00:00,2029-09-02 06:00:00,2.0
57,4,B04,2029-09-02 06:00:00,2029-09-02 08:00:00,2.0
57,5,B05,2029-09-02 08:00:00,2029-09-02 10:00:00,2.0
57,6,B06,2029-09-02 10:00:00,2029-09-02 12:00:00,2.0
57,7,B07,2029-09-02 12:00:00,2029-09-02 14:00:00,2.0
57,8,B08,2029-09-02 14:00:00,2029-09-02 16:00:00,2.0
57,9,B09,2029-09-02 16:00:00,2029-09-02 18:00:00,2.0
57,10,B10,2029-09-02 18:00:00,2029-09-02 20:00:00,2.0
57,11,B11,2029-09-02 20:00:00,2029-09-02 22:00:00,2.0
57,12,B12,2029-09-02 22:00:00,2029-09-03 00:00:00,2.0
57,13,B13,2029-09-01 00:00:00,2029-09-01 02:00:00,2.0
57,14,B14,2029-09-01 02:00:00,2029-09-01 04:00:00,2.0
57,15,B15,2029-09-01 04:00:00,2029-09-01 06:00:00,2.0
57,16,B16,2029-09-01 06:00:00,2029-09-01 08:00:00,2.0
57,17,B17,2029-09-01 08:00:00,2029-09-01 10:00:00,2.0
57,18,B18,2029-09-01 10:00:00,2029-09-01 12:00:00,2.0
57,19,B19,2029-09-01 12:00:00,2029-09-01 14:00:00,2.0
57,20,B20,2029-09-01 14:00:00,2029-09-01 16:00:00,2.0
57,21,B21,2029-09-01 16:00:00,2029-09-01 18:00:00,2.0
57,22,B22,2029-09-01 18:00:00,2029-09-01 20:00:00,2.0
57,23,B23,2029-09-01 20:00:00,2029-09-01 22:00:00,2.0
57,24,B24,2029-09-01 22:00:00,2029-09-02 00:00:00,2.0
58,1,B01,2029-10-01 00:00:00,2029-10-01 02:00:00,2.0
58,2,B02,2029-10-01 02:00:00,2029-10-01 04:00:00,2.0
58,3,B03,2029-10-01 04:00:00,2029-10-01 06:00:00,2.0
58,4,B04,2029-10-01 06:00:00,2029-10-01 08:00:00,2.0
58,5,B05,2029-10-01 08:00:00,2029-10-01 10:00:00,2.0
58,6,B06,2029-10-01 10:00:00,2029-10-01 12:00:00,2.0
58,7,B07,2029-10-01 12:00:00,2029-10-01 14:00:00,2.0
58,8,B08,2029-10-01 14:00:00,2029-10-01 16:00:00,2.0
58,9,B09,2029-10-01 16:00:00,2029-10-01 18:00:00,2.0
58,10,B10,2029-10-01 18:00:00,2029-10-01 20:00:00,2.0
58,11,B11,2029-10-01 20:00:00,2029-10-01 22:00:00,2.0
58,12,B12,2029-10-01 22:00:00,2029-10-02 00:00:00,2.0
58,13,B13,2029-10-05 00:00:00,2029-10-05 02:00:00,2.0
58,14,B14,2029-10-05 02:00:00,2029-10-05 04:00:00,2.0
58,15,B15,2029-10-05 04:00:00,2029-10-05 06:00:00,2.0
58,16,B16,2029-10-05 06:00:00,2029-10-05 08:00:00,2.0
58,17,B17,2029-10-05 08:00:00,2029-10-05 10:00:00,2.0
58,18,B18,2029-10-05 10:00:00,2029-10-05 12:00:00,2.0
58,19,B19,2029-10-05 12:00:00,2029-10-05 14:00:00,2.0
58,20,B20,2029-10-05 14:00:00,2029-10-05 16:00:00,2.0
58,21,B21,2029-10-05 16:00:00,2029-10-05 18:00:00,2.0
58,22,B22,2029-10-05 18:00:00,2029-10-05 20:00:00,2.0
58,23,B23,2029-10-05 20:00:00,2029-10-05 22:00:00,2.0
58,24,B24,2029-10-05 22:00:00,2029-10-06 00:00:00,2.0
59,1,B01,2029-11-04 00:00:00,2029-11-04 02:00:00,2.0
59,2,B02,2029-11-04 02:00:00,2029-11-04 04:00:00,2.0
59,3,B03,2029-11-04 04:00:00,2029-11-04 06:00:00,2.0
59,4,B04,2029-11-04 06:00:00,2029-11-04 08:00:00,2.0
59,5,B05,2029-11-04 08:00:00,2029-11-04 10:00:00,2.0
59,6,B06,2029-11-04 10:00:00,2029-11-04 12:00:00,2.0
59,7,B07,2029-11-04 12:00:00,2029-11-04 14:00:00,2.0
59,8,B08,2029-11-04 14:00:00,2029-11-04 16:00:00,2.0
59,9,B09,2029-11-04 16:00:00,2029-11-04 18:00:00,2.0
59,10,B10,2029-11-04 18:00:00,2029-11-04 20:00:00,2.0
59,11,B11,2029-11-04 20:00:00,2029-11-04 22:00:00,2.0
59,12,B12,2029-11-04 22:00:00,2029-11-05 00:00:00,2.0
59,13,B13,2029-11-01 00:00:00,2029-11-01 02:00:00,2.0
59,14,B14,2029-11-01 02:00:00,2029-11-01 04:00:00,2.0
59,15,B15,2029-11-01 04:00:00,2029-11-01 06:00:00,2.0
59,16,B16,2029-11-01 06:00:00,2029-11-01 08:00:00,2.0
59,17,B17,2029-11-01 08:00:00,2029-11-01 10:00:00,2.0
59,18,B18,2029-11-01 10:00:00,2029-11-01 12:00:00,2.0
59,19,B19,2029-11-01 12:00:00,2029-11-01 14:00:00,2.0
59,20,B20,2029-11-01 14:00:00,2029-11-01 16:00:00,2.0
59,21,B21,2029-11-01 16:00:00,2029-11-01 18:00:00,2.0
59,22,B22,2029-11-01 18:00:00,2029-11-01 20:00:00,2.0
59,23,B23,2029-11-01 20:00:00,2029-11-01 22:00:00,2.0
59,24,B24,2029-11-01 22:00:00,2029-11-02 00:00:00,2.0
60,1,B01,2029-12-02 00:00:00,2029-12-02 02:00:00,2.0
60,2,B02,2029-12-02 02:00:00,2029-12-02 04:00:00,2.0
60,3,B03,2029-12-02 04:00:00,2029-12-02 06:00:00,2.0
60,4,B04,2029-12-02 06:00:00,2029-12-02 08:00:00,2.0
60,5,B05,2029-12-02 08:00:00,2029-12-02 10:00:00,2.0
60,6,B06,2029-12-02 10:00:00,2029-12-02 12:00:00,2.0
60,7,B07,2029-12-02 12:00:00,2029-12-02 14:00:00,2.0
60,8,B08,2029-12-02 14:00:00,2029-12-02 16:00:00,2.0
60,9,B09,2029-12-02 16:00:00,2029-12-02 18:00:00,2.0
60,10,B10,2029-12-02 18:00:00,2029-12-02 20:00:00,2.0
60,11,B11,2029-12-02 20:00:00,2029-12-02 22:00:00,2.0
60,12,B12,2029-12-02 22:00:00,2029-12-03 00:00:00,2.0
60,13,B13,2029-12-01 00:00:00,2029-12-01 02:00:00,2.0
60,14,B14,2029-12-01 02:00:00,2029-12-01 04:00:00,2.0
60,15,B15,2029-12-01 04:00:00,2029-12-01 06:00:00,2.0
60,16,B16,2029-12-01 06:00:00,2029-12-01 08:00:00,2.0
60,17,B17,2029-12-01 08:00:00,2029-12-01 10:00:00,2.0
60,18,B18,2029-12-01 10:00:00,2029-12-01 12:00:00,2.0
60,19,B19,2029-12-01 12:00:00,2029-12-01 14:00:00,2.0
60,20,B20,2029-12-01 14:00:00,2029-12-01 16:00:00,2.0
60,21,B21,2029-12-01 16:00:00,2029-12-01 18:00:00,2.0
60,22,B22,2029-12-01 18:00:00,2029-12-01 20:00:00,2.0
60,23,B23,2029-12-01 20:00:00,2029-12-01 22:00:00,2.0
60,24,B24,2029-12-01 22:00:00,2029-12-02 00:00:00,2.0
61,1,B01,2030-01-02 00:00:00,2030-01-02 02:00:00,2.0
61,2,B02,2030-01-02 02:00:00,2030-01-02 04:00:00,2.0
61,3,B03,2030-01-02 04:00:00,2030-01-02 06:00:00,2.0
61,4,B04,2030-01-02 06:00:00,2030-01-02 08:00:00,2.0
61,5,B05,2030-01-02 08:00:00,2030-01-02 10:00:00,2.0
61,6,B06,2030-01-02 10:00:00,2030-01-02 12:00:00,2.0
61,7,B07,2030-01-02 12:00:00,2030-01-02 14:00:00,2.0
61,8,B08,2030-01-02 14:00:00,2030-01-02 16:00:00,2.0
61,9,B09,2030-01-02 16:00:00,2030-01-02 18:00:00,2.0
61,10,B10,2030-01-02 18:00:00,2030-01-02 20:00:00,2.0
61,11,B11,2030-01-02 20:00:00,2030-01-02 22:00:00,2.0
61,12,B12,2030-01-02 22:00:00,2030-01-03 00:00:00,2.0
61,13,B13,2030-01-01 00:00:00,2030-01-01 02:00:00,2.0
61,14,B14,2030-01-01 02:00:00,2030-01-01 04:00:00,2.0
61,15,B15,2030-01-01 04:00:00,2030-01-01 06:00:00,2.0
61,16,B16,2030-01-01 06:00:00,2030-01-01 08:00:00,2.0
61,17,B17,2030-01-01 08:00:00,2030-01-01 10:00:00,2.0
61,18,B18,2030-01-01 10:00:00,2030-01-01 12:00:00,2.0
61,19,B19,2030-01-01 12:00:00,2030-01-01 14:00:00,2.0
61,20,B20,2030-01-01 14:00:00,2030-01-01 16:00:00,2.0
61,21,B21,2030-01-01 16:00:00,2030-01-01 18:00:00,2.0
61,22,B22,2030-01-01 18:00:00,2030-01-01 20:00:00,2.0
61,23,B23,2030-01-01 20:00:00,2030-01-01 22:00:00,2.0
61,24,B24,2030-01-01 22:00:00,2030-01-02 00:00:00,2.0
62,1,B01,2030-02-01 00:00:00,2030-02-01 02:00:00,2.0
62,2,B02,2030-02-01 02:00:00,2030-02-01 04:00:00,2.0
62,3,B03,2030-02-01 04:00:00,2030-02-01 06:00:00,2.0
62,4,B04,2030-02-01 06:00:00,2030-02-01 08:00:00,2.0
62,5,B05,2030-02-01 08:00:00,2030-02-01 10:00:00,2.0
62,6,B06,2030-02-01 10:00:00,2030-02-01 12:00:00,2.0
62,7,B07,2030-02-01 12:00:00,2030-02-01 14:00:00,2.0
62,8,B08,2030-02-01 14:00:00,2030-02-01 16:00:00,2.0
62,9,B09,2030-02-01 16:00:00,2030-02-01 18:00:00,2.0
62,10,B10,2030-02-01 18:00:00,2030-02-01 20:00:00,2.0
62,11,B11,2030-02-01 20:00:00,2030-02-01 22:00:00,2.0
62,12,B12,2030-02-01 22:00:00,2030-02-02 00:00:00,2.0
62,13,B13,2030-02-02 00:00:00,2030-02-02 02:00:00,2.0
62,14,B14,2030-02-02 02:00:00,2030-02-02 04:00:00,2.0
62,15,B15,2030-02-02 04:00:00,2030-02-02 06:00:00,2.0
62,16,B16,2030-02-02 06:00:00,2030-02-02 08:00:00,2.0
62,17,B17,2030-02-02 08:00:00,2030-02-02 10:00:00,2.0
62,18,B18,2030-02-02 10:00:00,2030-02-02 12:00:00,2.0
62,19,B19,2030-02-02 12:00:00,2030-02-02 14:00:00,2.0
62,20,B20,2030-02-02 14:00:00,2030-02-02 16:00:00,2.0
62,21,B21,2030-02-02 16:00:00,2030-02-02 18:00:00,2.0
62,22,B22,2030-02-02 18:00:00,2030-02-02 20:00:00,2.0
62,23,B23,2030-02-02 20:00:00,2030-02-02 22:00:00,2.0
62,24,B24,2030-02-02 22:00:00,2030-02-03 00:00:00,2.0
63,1,B01,2030-03-01 00:00:00,2030-03-01 02:00:00,2.0
63,2,B02,2030-03-01 02:00:00,2030-03-01 04:00:00,2.0
63,3,B03,2030-03-01 04:00:00,2030-03-01 06:00:00,2.0
63,4,B04,2030-03-01 06:00:00,2030-03-01 08:00:00,2.0
63,5,B05,2030-03-01 08:00:00,2030-03-01 10:00:00,2.0
63,6,B06,2030-03-01 10:00:00,2030-03-01 12:00:00,2.0
63,7,B07,2030-03-01 12:00:00,2030-03-01 14:00:00,2.0
63,8,B08,2030-03-01 14:00:00,2030-03-01 16:00:00,2.0
63,9,B09,2030-03-01 16:00:00,2030-03-01 18:00:00,2.0
63,10,B10,2030-03-01 18:00:00,2030-03-01 20:00:00,2.0
63,11,B11,2030-03-01 20:00:00,2030-03-01 22:00:00,2.0
63,12,B12,2030-03-01 22:00:00,2030-03-02 00:00:00,2.0
63,13,B13,2030-03-02 00:00:00,2030-03-02 02:00:00,2.0
63,14,B14,2030-03-02 02:00:00,2030-03-02 04:00:00,2.0
63,15,B15,2030-03-02 04:00:00,2030-03-02 06:00:00,2.0
63,16,B16,2030-03-02 06:00:00,2030-03-02 08:00:00,2.0
63,17,B17,2030-03-02 08:00:00,2030-03-02 10:00:00,2.0
63,18,B18,2030-03-02 10:00:00,2030-03-02 12:00:00,2.0
63,19,B19,2030-03-02 12:00:00,2030-03-02 14:00:00,2.0
63,20,B20,2030-03-02 14:00:00,2030-03-02 16:00:00,2.0
63,21,B21,2030-03-02 16:00:00,2030-03-02 18:00:00,2.0
63,22,B22,2030-03-02 18:00:00,2030-03-02 20:00:00,2.0
63,23,B23,2030-03-02 20:00:00,2030-03-02 22:00:00,2.0
63,24,B24,2030-03-02 22:00:00,2030-03-03 00:00:00,2.0
64,1,B01,2030-04-01 00:00:00,2030-04-01 02:00:00,2.0
64,2,B02,2030-04-01 02:00:00,2030-04-01 04:00:00,2.0
64,3,B03,2030-04-01 04:00:00,2030-04-01 06:00:00,2.0
64,4,B04,2030-04-01 06:00:00,2030-04-01 08:00:00,2.0
64,5,B05,2030-04-01 08:00:00,2030-04-01 10:00:00,2.0
64,6,B06,2030-04-01 10:00:00,2030-04-01 12:00:00,2.0
64,7,B07,2030-04-01 12:00:00,2030-04-01 14:00:00,2.0
64,8,B08,2030-04-01 14:00:00,2030-04-01 16:00:00,2.0
64,9,B09,2030-04-01 16:00:00,2030-04-01 18:00:00,2.0
64,10,B10,2030-04-01 18:00:00,2030-04-01 20:00:00,2.0
64,11,B11,2030-04-01 20:00:00,2030-04-01 22:00:00,2.0
64,12,B12,2030-04-01 22:00:00,2030-04-02 00:00:00,2.0
64,13,B13,2030-04-06 00:00:00,2030-04-06 02:00:00,2.0
64,14,B14,2030-04-06 02:00:00,2030-04-06 04:00:00,2.0
64,15,B15,2030-04-06 04:00:00,2030-04-06 06:00:00,2.0
64,16,B16,2030-04-06 06:00:00,2030-04-06 08:00:00,2.0
64,17,B17,2030-04-06 08:00:00,2030-04-06 10:00:00,2.0
64,18,B18,2030-04-06 10:00:00,2030-04-06 12:00:00,2.0
64,19,B19,2030-04-06 12:00:00,2030-04-06 14:00:00,2.0
64,20,B20,2030-04-06 14:00:00,2030-04-06 16:00:00,2.0
64,21,B21,2030-04-06 16:00:00,2030-04-06 18:00:00,2.0
64,22,B22,2030-04-06 18:00:00,2030-04-06 20:00:00,2.0
64,23,B23,2030-04-06 20:00:00,2030-04-06 22:00:00,2.0
64,24,B24,2030-04-06 22:00:00,2030-04-07 00:00:00,2.0
65,1,B01,2030-05-02 00:00:00,2030-05-02 02:00:00,2.0
65,2,B02,2030-05-02 02:00:00,2030-05-02 04:00:00,2.0
65,3,B03,2030-05-02 04:00:00,2030-05-02 06:00:00,2.0
65,4,B04,2030-05-02 06:00:00,2030-05-02 08:00:00,2.0
65,5,B05,2030-05-02 08:00:00,2030-05-02 10:00:00,2.0
65,6,B06,2030-05-02 10:00:00,2030-05-02 12:00:00,2.0
65,7,B07,2030-05-02 12:00:00,2030-05-02 14:00:00,2.0
65,8,B08,2030-05-02 14:00:00,2030-05-02 16:00:00,2.0
65,9,B09,2030-05-02 16:00:00,2030-05-02 18:00:00,2.0
65,10,B10,2030-05-02 18:00:00,2030-05-02 20:00:00,2.0
65,11,B11,2030-05-02 20:00:00,2030-05-02 22:00:00,2.0
65,12,B12,2030-05-02 22:00:00,2030-05-03 00:00:00,2.0
65,13,B13,2030-05-01 00:00:00,2030-05-01 02:00:00,2.0
65,14,B14,2030-05-01 02:00:00,2030-05-01 04:00:00,2.0
65,15,B15,2030-05-01 04:00:00,2030-05-01 06:00:00,2.0
65,16,B16,2030-05-01 06:00:00,2030-05-01 08:00:00,2.0
65,17,B17,2030-05-01 08:00:00,2030-05-01 10:00:00,2.0
65,18,B18,2030-05-01 10:00:00,2030-05-01 12:00:00,2.0
65,19,B19,2030-05-01 12:00:00,2030-05-01 14:00:00,2.0
65,20,B20,2030-05-01 14:00:00,2030-05-01 16:00:00,2.0
65,21,B21,2030-05-01 16:00:00,2030-05-01 18:00:00,2.0
65,22,B22,2030-05-01 18:00:00,2030-05-01 20:00:00,2.0
65,23,B23,2030-05-01 20:00:00,2030-05-01 22:00:00,2.0
65,24,B24,2030-05-01 22:00:00,2030-05-02 00:00:00,2.0
66,1,B01,2030-06-03 00:00:00,2030-06-03 02:00:00,2.0
66,2,B02,2030-06-03 02:00:00,2030-06-03 04:00:00,2.0
66,3,B03,2030-06-03 04:00:00,2030-06-03 06:00:00,2.0
66,4,B04,2030-06-03 06:00:00,2030-06-03 08:00:00,2.0
66,5,B05,2030-06-03 08:00:00,2030-06-03 10:00:00,2.0
66,6,B06,2030-06-03 10:00:00,2030-06-03 12:00:00,2.0
66,7,B07,2030-06-03 12:00:00,2030-06-03 14:00:00,2.0
66,8,B08,2030-06-03 14:00:00,2030-06-03 16:00:00,2.0
66,9,B09,2030-06-03 16:00:00,2030-06-03 18:00:00,2.0
66,10,B10,2030-06-03 18:00:00,2030-06-03 20:00:00,2.0
66,11,B11,2030-06-03 20:00:00,2030-06-03 22:00:00,2.0
66,12,B12,2030-06-03 22:00:00,2030-06-04 00:00:00,2.0
66,13,B13,2030-06-01 00:00:00,2030-06-01 02:00:00,2.0
66,14,B14,2030-06-01 02:00:00,2030-06-01 04:00:00,2.0
66,15,B15,2030-06-01 04:00:00,2030-06-01 06:00:00,2.0
66,16,B16,2030-06-01 06:00:00,2030-06-01 08:00:00,2.0
66,17,B17,2030-06-01 08:00:00,2030-06-01 10:00:00,2.0
66,18,B18,2030-06-01 10:00:00,2030-06-01 12:00:00,2.0
66,19,B19,2030-06-01 12:00:00,2030-06-01 14:00:00,2.0
66,20,B20,2030-06-01 14:00:00,2030-06-01 16:00:00,2.0
66,21,B21,2030-06-01 16:00:00,2030-06-01 18:00:00,2.0
66,22,B22,2030-06-01 18:00:00,2030-06-01 20:00:00,2.0
66,23,B23,2030-06-01 20:00:00,2030-06-01 22:00:00,2.0
66,24,B24,2030-06-01 22:00:00,2030-06-02 00:00:00,2.0
67,1,B01,2030-07-01 00:00:00,2030-07-01 02:00:00,2.0
67,2,B02,2030-07-01 02:00:00,2030-07-01 04:00:00,2.0
67,3,B03,2030-07-01 04:00:00,2030-07-01 06:00:00,2.0
67,4,B04,2030-07-01 06:00:00,2030-07-01 08:00:00,2.0
67,5,B05,2030-07-01 08:00:00,2030-07-01 10:00:00,2.0
67,6,B06,2030-07-01 10:00:00,2030-07-01 12:00:00,2.0
67,7,B07,2030-07-01 12:00:00,2030-07-01 14:00:00,2.0
67,8,B08,2030-07-01 14:00:00,2030-07-01 16:00:00,2.0
67,9,B09,2030-07-01 16:00:00,2030-07-01 18:00:00,2.0
67,10,B10,2030-07-01 18:00:00,2030-07-01 20:00:00,2.0
67,11,B11,2030-07-01 20:00:00,2030-07-01 22:00:00,2.0
67,12,B12,2030-07-01 22:00:00,2030-07-02 00:00:00,2.0
67,13,B13,2030-07-06 00:00:00,2030-07-06 02:00:00,2.0
67,14,B14,2030-07-06 02:00:00,2030-07-06 04:00:00,2.0
67,15,B15,2030-07-06 04:00:00,2030-07-06 06:00:00,2.0
67,16,B16,2030-07-06 06:00:00,2030-07-06 08:00:00,2.0
67,17,B17,2030-07-06 08:00:00,2030-07-06 10:00:00,2.0
67,18,B18,2030-07-06 10:00:00,2030-07-06 12:00:00,2.0
67,19,B19,2030-07-06 12:00:00,2030-07-06 14:00:00,2.0
67,20,B20,2030-07-06 14:00:00,2030-07-06 16:00:00,2.0
67,21,B21,2030-07-06 16:00:00,2030-07-06 18:00:00,2.0
67,22,B22,2030-07-06 18:00:00,2030-07-06 20:00:00,2.0
67,23,B23,2030-07-06 20:00:00,2030-07-06 22:00:00,2.0
67,24,B24,2030-07-06 22:00:00,2030-07-07 00:00:00,2.0
68,1,B01,2030-08-01 00:00:00,2030-08-01 02:00:00,2.0
68,2,B02,2030-08-01 02:00:00,2030-08-01 04:00:00,2.0
68,3,B03,2030-08-01 04:00:00,2030-08-01 06:00:00,2.0
68,4,B04,2030-08-01 06:00:00,2030-08-01 08:00:00,2.0
68,5,B05,2030-08-01 08:00:00,2030-08-01 10:00:00,2.0
68,6,B06,2030-08-01 10:00:00,2030-08-01 12:00:00,2.0
68,7,B07,2030-08-01 12:00:00,2030-08-01 14:00:00,2.0
68,8,B08,2030-08-01 14:00:00,2030-08-01 16:00:00,2.0
68,9,B09,2030-08-01 16:00:00,2030-08-01 18:00:00,2.0
68,10,B10,2030-08-01 18:00:00,2030-08-01 20:00:00,2.0
68,11,B11,2030-08-01 20:00:00,2030-08-01 22:00:00,2.0
68,12,B12,2030-08-01 22:00:00,2030-08-02 00:00:00,2.0
68,13,B13,2030-08-03 00:00:00,2030-08-03 02:00:00,2.0
68,14,B14,2030-08-03 02:00:00,2030-08-03 04:00:00,2.0
68,15,B15,2030-08-03 04:00:00,2030-08-03 06:00:00,2.0
68,16,B16,2030-08-03 06:00:00,2030-08-03 08:00:00,2.0
68,17,B17,2030-08-03 08:00:00,2030-08-03 10:00:00,2.0
68,18,B18,2030-08-03 10:00:00,2030-08-03 12:00:00,2.0
68,19,B19,2030-08-03 12:00:00,2030-08-03 14:00:00,2.0
68,20,B20,2030-08-03 14:00:00,2030-08-03 16:00:00,2.0
68,21,B21,2030-08-03 16:00:00,2030-08-03 18:00:00,2.0
68,22,B22,2030-08-03 18:00:00,2030-08-03 20:00:00,2.0
68,23,B23,2030-08-03 20:00:00,2030-08-03 22:00:00,2.0
68,24,B24,2030-08-03 22:00:00,2030-08-04 00:00:00,2.0
69,1,B01,2030-09-02 00:00:00,2030-09-02 02:00:00,2.0
69,2,B02,2030-09-02 02:00:00,2030-09-02 04:00:00,2.0
69,3,B03,2030-09-02 04:00:00,2030-09-02 06:00:00,2.0
69,4,B04,2030-09-02 06:00:00,2030-09-02 08:00:00,2.0
69,5,B05,2030-09-02 08:00:00,2030-09-02 10:00:00,2.0
69,6,B06,2030-09-02 10:00:00,2030-09-02 12:00:00,2.0
69,7,B07,2030-09-02 12:00:00,2030-09-02 14:00:00,2.0
69,8,B08,2030-09-02 14:00:00,2030-09-02 16:00:00,2.0
69,9,B09,2030-09-02 16:00:00,2030-09-02 18:00:00,2.0
69,10,B10,2030-09-02 18:00:00,2030-09-02 20:00:00,2.0
69,11,B11,2030-09-02 20:00:00,2030-09-02 22:00:00,2.0
69,12,B12,2030-09-02 22:00:00,2030-09-03 00:00:00,2.0
69,13,B13,2030-09-01 00:00:00,2030-09-01 02:00:00,2.0
69,14,B14,2030-09-01 02:00:00,2030-09-01 04:00:00,2.0
69,15,B15,2030-09-01 04:00:00,2030-09-01 06:00:00,2.0
69,16,B16,2030-09-01 06:00:00,2030-09-01 08:00:00,2.0
69,17,B17,2030-09-01 08:00:00,2030-09-01 10:00:00,2.0
69,18,B18,2030-09-01 10:00:00,2030-09-01 12:00:00,2.0
69,19,B19,2030-09-01 12:00:00,2030-09-01 14:00:00,2.0
69,20,B20,2030-09-01 14:00:00,2030-09-01 16:00:00,2.0
69,21,B21,2030-09-01 16:00:00,2030-09-01 18:00:00,2.0
69,22,B22,2030-09-01 18:00:00,2030-09-01 20:00:00,2.0
69,23,B23,2030-09-01 20:00:00,2030-09-01 22:00:00,2.0
69,24,B24,2030-09-01 22:00:00,2030-09-02 00:00:00,2.0
70,1,B01,2030-10-01 00:00:00,2030-10-01 02:00:00,2.0
70,2,B02,2030-10-01 02:00:00,2030-10-01 04:00:00,2.0
70,3,B03,2030-10-01 04:00:00,2030-10-01 06:00:00,2.0
70,4,B04,2030-10-01 06:00:00,2030-10-01 08:00:00,2.0
70,5,B05,2030-10-01 08:00:00,2030-10-01 10:00:00,2.0
70,6,B06,2030-10-01 10:00:00,2030-10-01 12:00:00,2.0
70,7,B07,2030-10-01 12:00:00,2030-10-01 14:00:00,2.0
70,8,B08,2030-10-01 14:00:00,2030-10-01 16:00:00,2.0
70,9,B09,2030-10-01 16:00:00,2030-10-01 18:00:00,2.0
70,10,B10,2030-10-01 18:00:00,2030-10-01 20:00:00,2.0
70,11,B11,2030-10-01 20:00:00,2030-10-01 22:00:00,2.0
70,12,B12,2030-10-01 22:00:00,2030-10-02 00:00:00,2.0
70,13,B13,2030-10-05 00:00:00,2030-10-05 02:00:00,2.0
70,14,B14,2030-10-05 02:00:00,2030-10-05 04:00:00,2.0
70,15,B15,2030-10-05 04:00:00,2030-10-05 06:00:00,2.0
70,16,B16,2030-10-05 06:00:00,2030-10-05 08:00:00,2.0
70,17,B17,2030-10-05 08:00:00,2030-10-05 10:00:00,2.0
70,18,B18,2030-10-05 10:00:00,2030-10-05 12:00:00,2.0
70,19,B19,2030-10-05 12:00:00,2030-10-05 14:00:00,2.0
70,20,B20,2030-10-05 14:00:00,2030-10-05 16:00:00,2.0
70,21,B21,2030-10-05 16:00:00,2030-10-05 18:00:00,2.0
70,22,B22,2030-10-05 18:00:00,2030-10-05 20:00:00,2.0
